id,RFII-Score,Dossierstruktur,Dossier.Art,Produkt.letzte.Dossierversion,Personenhaushalt..Unterstützungseinheit.,Personen.im.Haushalt.gesamt,Personenkategorie,Zivilstand,Nationalität.Kategorien,in.CH.seit.Geb.,Alterskategorien,Erwerbssituation,Beschäftigungsgrad,Grund.Teilzeit,höchste.abgeschlossene.Ausbildung,Erlernter.Beruf.Kategorie,letzte.berufliche.Tätigkeit.Kategorie
id01748,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,kein | keine
id04135,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,18-25,vorübergehend arbeitsunfähig,NA,NA,nicht feststellbar,kein | keine,kein | keine
id00722,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,36-45,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02093,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Asien,FALSE,56-65,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id03583,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,26-35,"Angestellt, regelmässig",Vollzeit(90+),NA,obligatorische Schule,Bediener stationärer Anlagen und Maschinen,Bediener stationärer Anlagen und Maschinen
id01717,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Afrika,FALSE,36-45,Arbeitsintegrationsprogramm,Eine Teilzeitstelle (50-89%),NA,obligatorische Schule,kein | keine,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id03429,1,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Afrika,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id04731,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id03321,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Restliches Europa,FALSE,46-55,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id00654,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Restliches Europa,FALSE,46-55,Rentner/in,NA,NA,obligatorische Schule,kein | keine,kein | keine
id00958,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verwitwet,Restliches Europa,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker",kein | keine
id02065,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Restliches Europa,TRUE,18-25,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Spezialisten in Gesundheitsberufen,Spezialisten in Gesundheitsberufen
id01505,0.954070981,Sozialhilfe,Kopfquote,Rückerstattung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,zeitlich befristeter Vertrag,Vollzeit(90+),NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id01434,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Restliches Europa,FALSE,56-65,Dauerinvalidität,NA,NA,obligatorische Schule,NA,"Hilfsarbeitskräfte, onA"
id01121,0.91875,Sozialhilfe,VA Flüchtling ab 7 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Asien,FALSE,26-35,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id03407,0.91875,Sozialhilfe,VA Flüchtling ab 7 J.,Sozialhilfeleistung,3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,"Haushalt, familiäre Gründe",NA,NA,nicht feststellbar,kein | keine,kein | keine
id04877,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Ingenieurtechnische und vergleichbare Fachkräfte,Spezialisten in Gesundheitsberufen
id01298,0.982905983,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,TRUE,26-35,NA,NA,NA,obligatorische Schule,kein | keine,NA
id00278,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id04319,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id01327,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,EU / EFTA,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id00495,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id04227,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,36-45,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,"Maturität, Berufsmatura, Diplommittelschule",kein | keine,"Juristen, Sozialwissenschaftler und Kulturberufe"
id02290,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,2,Mehrfachhaushalt (>3),Person mit Kind / Kinder,ledig,Afrika,FALSE,36-45,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01813,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte"
id03752,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,46-55,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id01226,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Afrika,FALSE,18-25,anderes (auf Arbeitssuche),NA,NA,Berufslehre/-schule,kein | keine,Verkaufskräfte
id00518,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,2,Mehrfachhaushalt (>3),Person mit Kind / Kinder,ledig,Afrika,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Schulbesuch weniger als 7 Jahre,kein | keine,kein | keine
id03698,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id04144,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,2,Mehrfachhaushalt (>3),Person mit Kind / Kinder,verheiratet,Afrika,FALSE,26-35,"Haushalt, familiäre Gründe",NA,NA,Schulbesuch weniger als 7 Jahre,kein | keine,kein | keine
id02704,1,Sozialhilfe,Flüchtling ab 5 J.,Rückerstattung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,Lehrkräfte,Betreuungsberufe
id02860,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id00529,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen","Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id03397,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,nicht feststellbar,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02174,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,46-55,"Angestellt, regelmässig",NA,NA,obligatorische Schule,kein | keine,Betreuungsberufe
id00288,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,EU / EFTA,FALSE,56-65,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Verkaufskräfte
id01936,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,"Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen"
id04896,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,EU / EFTA,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02631,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,EU / EFTA,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte"
id03261,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,56-65,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,Verkaufskräfte,Berufe im Bereich personenbezogener Dienstleistungen
id03555,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id04708,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00804,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Elektriker und Elektroniker,Elektriker und Elektroniker
id03542,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,26-35,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,kein | keine
id01171,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Restliches Europa,FALSE,26-35,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Bediener stationärer Anlagen und Maschinen,Bediener stationärer Anlagen und Maschinen
id00552,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,ledig,Restliches Europa,FALSE,26-35,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),NA,Berufslehre/-schule,Assistenzberufe im Gesundheitswesen,Assistenzberufe im Gesundheitswesen
id01053,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Berufslehre/-schule,Verkaufskräfte,Reinigungspersonal und Hilfskräfte
id03289,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,EU / EFTA,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,kein | keine,"Hilfsarbeitskräfte, onA"
id04289,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id04304,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,NA,Berufe im Bereich personenbezogener Dienstleistungen
id01792,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe",NA
id01546,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Restliches Europa,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03545,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Afrika,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Montageberufe
id00817,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03563,0.919834711,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,26-35,NA,NA,NA,NA,kein | keine,Bediener stationärer Anlagen und Maschinen
id01234,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id01063,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Anlehre,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id01324,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,56-65,Selbstständig,Vollzeit(90+),NA,höhere Fach- und Berufsausbildung,"Naturwissenschaftler, Mathematiker und Ingenieure","Naturwissenschaftler, Mathematiker und Ingenieure"
id03431,0.919834711,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,36-45,weiss nicht (ungültig),NA,NA,obligatorische Schule,kein | keine,kein | keine
id03905,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,56-65,Dauerinvalidität,NA,NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id03849,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,EU / EFTA,FALSE,26-35,anderes (nicht erwerbstätig),NA,NA,nicht feststellbar,kein | keine,kein | keine
id03014,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,26-35,"Angestellt, regelmässig",NA,NA,Universität/Hochschule/Fachhochschule,"Juristen, Sozialwissenschaftler und Kulturberufe",Verkaufskräfte
id03092,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Juristen, Sozialwissenschaftler und Kulturberufe",Bürokräfte mit Kundenkontakt
id04167,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,36-45,"Angestellt, regelmässig",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id03925,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,46-55,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),"Haushalt, familiäre Gründe",obligatorische Schule,"Hilfsarbeitskräfte, onA",Berufe im Bereich personenbezogener Dienstleistungen
id03728,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,Dauerinvalidität,NA,NA,Berufslehre/-schule,Ingenieurtechnische und vergleichbare Fachkräfte,Ingenieurtechnische und vergleichbare Fachkräfte
id01302,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,Schweiz,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Assistenzberufe im Gesundheitswesen
id04759,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Fachkräfte in der Landwirtschaft,Fachkräfte in der Landwirtschaft
id03297,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id04709,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,56-65,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id01206,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,56-65,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,kein | keine,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id00228,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,56-65,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",Reinigungspersonal und Hilfskräfte
id04006,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Allgemeine Büro- und Sekretariatskräfte
id00236,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,Arbeit auf Abruf,NA,NA,Berufslehre/-schule,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id03061,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker",Elektriker und Elektroniker
id04061,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id04157,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,26-35,Dauerinvalidität,NA,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id01838,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,höhere Fach- und Berufsausbildung,"Geschäftsführer, Vorstände, leitende Verwaltungsbedienstete und Angehörige gesetzgebender Körperschaften","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
